ubicacion,dedicacion,contrato,salario,rol,anos_de_experiencia,antiguedad_en_la_empresa_actual,anos_en_el_puesto_actual,cuantas_personas_tenes_a_cargo,tecnologias,cantidad_de_personas_en_tu_organizacion,modalidad_de_trabajo,edad,genero,seniority,marvin_rol
Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,2300000.0,Developer,15,15,15,0,"Bash/Shell, CSS, HTML, Javascript, PHP, SQL",1 (solamente yo),100% remoto,42,Hombre Cis,Senior,4
Buenos Aires,Full-Time,Contractor,1000000.0,Developer,3,3,3,0,".NET, C#, Javascript, SQL, TypeScript",De 2 a 10 personas,100% remoto,24,Hombre Cis,Semi-Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3250000.0,Developer,4,0,4,0,"Go, Java, Javascript",Más de 10000 personas,100% remoto,25,Hombre Cis,Semi-Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,Business Analyst,5,0,0,0,HTML,De 5001 a 10000 personas,Híbrido (presencial y remoto),31,No binarie,Semi-Senior,2
Buenos Aires,Full-Time,Staff (planta permanente),2511000.0,Technical Leader,25,2,1,3,"Assembler, Bash/Shell, SQL",De 501 a 1000 personas,Híbrido (presencial y remoto),48,Hombre Cis,Senior,9
Buenos Aires,Part-Time,Freelance,1200000.0,Developer,9,7,7,0,"CSS, HTML, Javascript, PHP, SQL",De 11  a 50  personas,100% remoto,32,Mujer Cis,Senior,2
Buenos Aires,Full-Time,Contractor,1680000.0,BI Analyst / Data Analyst,0,0,0,0,Ninguno de los anteriores,De 11  a 50  personas,100% remoto,34,Hombre Cis,Junior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1500000.0,Recruiter,2,1,1,0,Ninguno de los anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),22,Mujer Cis,Junior,9
Córdoba,Full-Time,Staff (planta permanente),1606000.0,Manager / Director,8,1,1,0,Ninguno de los anteriores,De 11  a 50  personas,100% remoto,36,Hombre Cis,Senior,9
Tucumán,Full-Time,Staff (planta permanente),3000000.0,Developer,8,3,1,0,"CSS, Go, HTML, Javascript",Más de 10000 personas,100% remoto,36,Hombre Cis,Senior,2
Salta,Full-Time,Staff (planta permanente),2200000.0,Business Analyst,5,5,4,4,SQL,Más de 10000 personas,100% remoto,28,Mujer Cis,Semi-Senior,6
Buenos Aires,Full-Time,Contractor,1552500.0,Recruiter,4,2,1,0,Javascript,De 51 a 100 personas,100% remoto,23,Mujer Cis,Semi-Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1242000.0,BI Analyst / Data Analyst,1,1,1,0,"CSS, HTML, Javascript, Python, SQL",De 11  a 50  personas,Híbrido (presencial y remoto),24,Mujer Cis,Junior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1834000.0,Developer,5,3,3,0,"CSS, HTML, Javascript, Python",De 1001 a 2000 personas,100% remoto,29,Mujer Cis,Semi-Senior,2
Buenos Aires,Full-Time,Staff (planta permanente),2460000.0,Technical Leader,10,10,5,14,"Bash/Shell, Java, Python, SQL",De 101 a 200 personas,100% remoto,34,Hombre Cis,Senior,3
Buenos Aires,Full-Time,Contractor,900000.0,Developer,0,0,0,0,"HTML, Javascript, Python",De 51 a 100 personas,100% remoto,25,Hombre Cis,Junior,4
Santa Fe,Full-Time,Contractor,965000.0,Data Scientist,0,0,0,0,Python,De 51 a 100 personas,100% remoto,24,Hombre Cis,Junior,5
La Rioja,Full-Time,Contractor,1800000.0,SysAdmin / DevOps / SRE,3,1,1,0,"Bash/Shell, Go, Python",De 11  a 50  personas,100% remoto,27,Hombre Cis,Semi-Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3500000.0,QA / Tester,12,2,2,0,"CSS, Javascript",De 101 a 200 personas,Híbrido (presencial y remoto),30,Hombre Cis,Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,5000000.0,QA / Tester,12,2,10,0,"Javascript, SQL, TypeScript",De 201 a 500 personas,100% remoto,38,Hombre Cis,Senior,2
Buenos Aires,Full-Time,Contractor,5500000.0,Developer,15,1,1,0,"Javascript, TypeScript",De 201 a 500 personas,100% remoto,40,Hombre Cis,Senior,2
Buenos Aires,Full-Time,Contractor,1400000.0,Developer,3,2,1,0,"Go, Javascript, SQL, TypeScript",De 51 a 100 personas,100% remoto,24,Hombre Cis,Semi-Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,2540000.0,Developer,5,2,2,0,"CSS, HTML, PHP, Python, SQL, TypeScript",De 11  a 50  personas,100% remoto,25,Hombre Cis,Semi-Senior,4
Córdoba,Full-Time,Staff (planta permanente),3500000.0,Developer,5,1,1,0,"CSS, HTML, Javascript, Python, TypeScript",De 501 a 1000 personas,100% remoto,27,Hombre Cis,Semi-Senior,4
Buenos Aires,Full-Time,Staff (planta permanente),1870000.0,UX Designer,3,2,2,0,Ninguno de los anteriores,De 1001 a 2000 personas,100% remoto,33,Mujer Cis,Semi-Senior,9
Buenos Aires,Full-Time,Contractor,1300000.0,Developer,1,1,1,0,"Bash/Shell, Python",De 51 a 100 personas,100% remoto,24,Hombre Cis,Junior,9
Córdoba,Full-Time,Contractor,4620000.0,Technical Leader,4,0,2,3,"Java, Javascript, Python, SQL, TypeScript",De 101 a 200 personas,100% remoto,23,Hombre Cis,Semi-Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4760000.0,Architect,19,15,4,0,"Go, Java, Python, Rust",De 101 a 200 personas,Híbrido (presencial y remoto),41,Hombre Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4419000.0,Technical Leader,19,5,5,5,"C++, CSS, HTML, Javascript, Python",De 51 a 100 personas,Híbrido (presencial y remoto),37,Mujer Cis,Senior,2
Buenos Aires,Full-Time,Contractor,2400000.0,SysAdmin / DevOps / SRE,8,1,1,0,"Go, Python, SQL",De 101 a 200 personas,100% remoto,32,Hombre Cis,Senior,3
Buenos Aires,Full-Time,Contractor,2731050.0,Developer,4,1,1,0,Python,De 11  a 50  personas,100% remoto,25,Hombre Cis,Semi-Senior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2800000.0,Developer,5,3,2,0,"Java, Javascript, TypeScript",De 1001 a 2000 personas,Híbrido (presencial y remoto),25,Mujer Cis,Semi-Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),900000.0,Data Engineer,2,2,0,0,"Python, SQL",De 2001a 5000 personas,100% remoto,29,Mujer Cis,Junior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,6000000.0,SysAdmin / DevOps / SRE,10,3,3,30,"C#, Java, Javascript, Python",De 201 a 500 personas,100% remoto,40,Hombre Cis,Senior,3
Río Negro,Full-Time,Contractor,2500000.0,SysAdmin / DevOps / SRE,10,3,1,9,"Bash/Shell, CSS, Groovy, HTML, Javascript, PHP, Python, SQL",De 101 a 200 personas,Híbrido (presencial y remoto),32,Hombre Cis,Senior,4
Buenos Aires,Full-Time,Staff (planta permanente),2970000.0,Developer,4,2,1,4,Rust,De 201 a 500 personas,100% remoto,25,Hombre Cis,Semi-Senior,9
Tucumán,Full-Time,Contractor,3509146.0,UX Designer,14,0,10,0,"CSS, HTML",De 11  a 50  personas,100% remoto,34,Mujer Cis,Senior,2
Santa Fe,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2400000.0,Scrum Master,7,2,2,7,"Java, Javascript, SQL",De 501 a 1000 personas,100% remoto,36,Hombre Cis,Senior,3
Córdoba,Full-Time,Contractor,3000000.0,Developer,3,2,2,0,"HTML, Java, Javascript, SQL",De 5001 a 10000 personas,100% remoto,26,Hombre Cis,Semi-Senior,4
Buenos Aires,Part-Time,Contractor,1219655.0,Developer,2,0,0,0,"Bash/Shell, CSS, HTML, Python, SQL",De 2 a 10 personas,100% remoto,29,Hombre Cis,Junior,3
Buenos Aires,Full-Time,Staff (planta permanente),2000000.0,Developer,3,0,3,0,ABAP,De 1001 a 2000 personas,Híbrido (presencial y remoto),30,Hombre Cis,Semi-Senior,9
Buenos Aires,Full-Time,Staff (planta permanente),5000000.0,Developer,7,3,3,0,"Go, Java, Javascript, Kotlin, TypeScript",De 101 a 200 personas,100% remoto,31,Hombre Cis,Senior,3
Mendoza,Full-Time,Staff (planta permanente),2800000.0,Architect,3,3,1,0,Python,De 2001a 5000 personas,100% remoto,42,Hombre Cis,Semi-Senior,5
Córdoba,Full-Time,Staff (planta permanente),2000000.0,Manager / Director,4,3,2,1,"Bash/Shell, SQL",De 11  a 50  personas,100% remoto,44,Hombre Cis,Semi-Senior,9
Santa Fe,Full-Time,Staff (planta permanente),2000000.0,Developer,5,2,2,0,"Ninguno de los anteriores, Gosu",De 51 a 100 personas,100% remoto,36,Hombre Cis,Semi-Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3700000.0,Developer,5,0,0,0,"Javascript, TypeScript",Más de 10000 personas,Híbrido (presencial y remoto),29,Hombre Cis,Semi-Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1400000.0,Business Analyst,4,4,2,0,SQL,Más de 10000 personas,100% remoto,49,Mujer Cis,Semi-Senior,6
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1900000.0,Developer,2,1,2,0,"Bash/Shell, COBOL, Java, SQL",Más de 10000 personas,100% remoto,31,Hombre Cis,Junior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3200000.0,SysAdmin / DevOps / SRE,11,0,0,0,Ninguno de los anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),40,Hombre Cis,Senior,9
Buenos Aires,Full-Time,Staff (planta permanente),1100000.0,Developer,5,5,3,0,"CSS, HTML, Javascript, SQL, TypeScript",Más de 10000 personas,100% remoto,26,Mujer Cis,Semi-Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,2590000.0,Developer,4,0,4,0,"CSS, Javascript, TypeScript",De 2 a 10 personas,100% remoto,27,Hombre Cis,Semi-Senior,2
Buenos Aires,Full-Time,Contractor,4500000.0,Technical Leader,26,0,10,4,"Dart, Java, Javascript, Kotlin, TypeScript",De 1001 a 2000 personas,100% remoto,46,Hombre Cis,Senior,4
Buenos Aires,Full-Time,Staff (planta permanente),4016149.0,SysAdmin / DevOps / SRE,21,4,4,0,"Bash/Shell, C++, HTML, Javascript, Perl, PHP, SQL",De 501 a 1000 personas,100% remoto,38,Hombre Cis,Senior,3
Buenos Aires,Full-Time,Contractor,2000000.0,Manager / Director,10,2,10,1,-,De 11  a 50  personas,100% remoto,59,Mujer Cis,Senior,9
Río Negro,Full-Time,Contractor,2300000.0,Developer,3,3,3,2,ampscript,De 11  a 50  personas,100% remoto,32,Hombre Cis,Semi-Senior,9
Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,BI Analyst / Data Analyst,15,4,3,6,"Bash/Shell, PHP, Python, SQL",De 51 a 100 personas,100% remoto,42,Prefiero no decir,Senior,3
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),3062567.0,Scrum Master,10,6,6,0,Ninguno de los anteriores,De 51 a 100 personas,100% remoto,39,Mujer Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4230000.0,UX Writer,3,3,0,0,Ninguno de los anteriores,Más de 10000 personas,100% remoto,30,Mujer Cis,Semi-Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1655000.0,Data Engineer,4,3,3,0,"Bash/Shell, Python",De 5001 a 10000 personas,100% remoto,30,Mujer Cis,Semi-Senior,9
Buenos Aires,Full-Time,Staff (planta permanente),3200000.0,Developer,14,0,14,0,Java,De 501 a 1000 personas,100% remoto,33,Hombre Cis,Senior,3
Santa Fe,Full-Time,Contractor,2034000.0,SysAdmin / DevOps / SRE,3,3,3,0,"Bash/Shell, Python, SQL",De 11  a 50  personas,100% remoto,21,Hombre Cis,Semi-Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1846210.0,Developer,10,0,8,0,"Java, SQL",De 2001a 5000 personas,100% remoto,50,Hombre Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2150000.0,Developer,8,6,3,0,"CSS, HTML, Javascript, SQL, TypeScript",De 51 a 100 personas,100% remoto,27,Hombre Cis,Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3800000.0,BI Analyst / Data Analyst,4,0,4,0,"Bash/Shell, HTML, Javascript, Python, SQL",De 201 a 500 personas,100% remoto,26,Hombre Cis,Semi-Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1700000.0,Technical Leader,3,2,2,6,"Python, SQL",De 11  a 50  personas,100% remoto,29,Hombre Cis,Semi-Senior,6
Santa Fe,Full-Time,Staff (planta permanente),2000000.0,Developer,3,3,1,0,".NET, C#, CSS, HTML, Javascript, Python, SQL, TypeScript",De 101 a 200 personas,Híbrido (presencial y remoto),24,Hombre Cis,Semi-Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2675000.0,SysAdmin / DevOps / SRE,25,6,6,0,"Bash/Shell, SQL",De 501 a 1000 personas,Híbrido (presencial y remoto),47,Hombre Cis,Senior,6
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2100000.0,UX Researcher,1,0,0,0,Ninguno de los anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),39,Mujer Cis,Junior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5400000.0,Developer,3,2,3,0,"HTML, Java, Javascript, TypeScript",Más de 10000 personas,Híbrido (presencial y remoto),36,Hombre Cis,Semi-Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3000000.0,Manager / Director,12,3,2,1,Ninguno de los anteriores,De 201 a 500 personas,100% remoto,32,Hombre Cis,Senior,9
Buenos Aires,Part-Time,Contractor,1615000.0,Developer,5,1,1,0,"Javascript, Python",De 11  a 50  personas,100% remoto,28,Hombre Cis,Semi-Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3500000.0,SysAdmin / DevOps / SRE,7,4,1,3,"Python, R, SQL",De 11  a 50  personas,Híbrido (presencial y remoto),29,Mujer Cis,Senior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1300000.0,Developer,3,3,3,1,"Go, Python",De 201 a 500 personas,100% remoto,24,Hombre Cis,Semi-Senior,3
Chubut,Full-Time,Staff (planta permanente),3740000.0,Developer,5,3,3,0,"Go, Java, Python, SQL",Más de 10000 personas,100% remoto,43,Hombre Cis,Semi-Senior,3
Entre Ríos,Full-Time,Staff (planta permanente),1000000.0,Developer,4,5,4,0,"HTML, Javascript, PHP, Python",De 201 a 500 personas,100% presencial,31,Hombre Cis,Semi-Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1990000.0,QA / Tester,3,1,2,0,Python,Más de 10000 personas,100% remoto,41,Mujer Cis,Semi-Senior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3100000.0,Developer,6,1,1,0,"Javascript, TypeScript",De 201 a 500 personas,100% remoto,47,Hombre Cis,Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2591495.0,BI Analyst / Data Analyst,13,0,4,0,SQL,Más de 10000 personas,Híbrido (presencial y remoto),35,Hombre Cis,Senior,6
Santa Fe,Full-Time,Staff (planta permanente),987000.0,SysAdmin / DevOps / SRE,5,3,2,0,"Bash/Shell, Python",De 11  a 50  personas,100% remoto,36,Hombre Cis,Semi-Senior,9
Santa Fe,Full-Time,Contractor,1600000.0,Developer,3,0,0,0,"Javascript, PHP, SQL",De 11  a 50  personas,100% remoto,28,Hombre Cis,Semi-Senior,2
Santa Fe,Full-Time,Contractor,6000000.0,Developer,10,3,3,0,"CSS, HTML, Javascript, TypeScript",De 501 a 1000 personas,100% remoto,29,Hombre Cis,Senior,2
Santa Fe,Full-Time,Contractor,1764000.0,SysAdmin / DevOps / SRE,2,2,2,0,"Bash/Shell, Python",De 11  a 50  personas,100% remoto,30,Hombre Cis,Junior,9
Salta,Full-Time,Staff (planta permanente),3200000.0,Technical Leader,16,3,2,3,"Python, SQL",De 51 a 100 personas,Híbrido (presencial y remoto),43,Hombre Cis,Senior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1400000.0,Developer,2,2,2,0,"HTML, Javascript, PHP, SQL, TypeScript",De 11  a 50  personas,Híbrido (presencial y remoto),30,Hombre Cis,Junior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1600000.0,Business Analyst,7,2,2,0,SQL,De 101 a 200 personas,100% remoto,33,Hombre Cis,Senior,6
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6000000.0,Architect,12,2,1,5,"Java, Javascript, PHP, Rust, Scala",De 501 a 1000 personas,100% remoto,36,Hombre Cis,Senior,3
Buenos Aires,Full-Time,Staff (planta permanente),2732535.0,Architect,12,7,2,15,".NET, Bash/Shell, C#, Python, SQL, TypeScript",Más de 10000 personas,Híbrido (presencial y remoto),35,Hombre Cis,Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1700000.0,Data Scientist,2,2,1,0,"C++, Python, R, SQL",Más de 10000 personas,100% remoto,27,Hombre Cis,Junior,5
Ciudad Autónoma de Buenos Aires,Part-Time,Freelance,1600000.0,Consultant,7,5,3,4,"CSS, HTML, Javascript, Google Apps Script",De 51 a 100 personas,100% remoto,40,Hombre Cis,Senior,2
San Luis,Full-Time,Contractor,1200000.0,Developer,14,10,10,0,"CSS, HTML, Javascript, PHP, SQL",De 2 a 10 personas,100% presencial,44,Hombre Cis,Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1464111.0,SysAdmin / DevOps / SRE,18,3,2,0,Bash/Shell,De 5001 a 10000 personas,Híbrido (presencial y remoto),44,Hombre Cis,Senior,9
Córdoba,Full-Time,Freelance,4957000.0,Developer,13,13,13,0,"CSS, HTML, Java, Javascript, PHP, SQL",1 (solamente yo),Híbrido (presencial y remoto),39,Hombre Cis,Senior,4
Buenos Aires,Full-Time,Contractor,5250000.0,Manager / Director,20,1,8,5,Javascript,De 51 a 100 personas,100% remoto,42,Hombre Cis,Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3700000.0,BI Analyst / Data Analyst,6,1,1,7,"Groovy, Java, Javascript, PHP, Python, SQL, TypeScript",De 51 a 100 personas,Híbrido (presencial y remoto),35,Hombre Cis,Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1000000.0,Developer,5,3,3,1,"HTML, Javascript, PHP, Python",De 11  a 50  personas,100% remoto,24,Hombre Cis,Semi-Senior,4
Córdoba,Full-Time,Contractor,1027400.0,Developer,1,1,1,0,"CSS, HTML, Javascript, PHP",1 (solamente yo),100% remoto,29,Mujer Cis,Junior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5000000.0,VP / C-Level,20,10,10,6,"Dart, Groovy, Java, Javascript, Kotlin, Objective-C, PHP, SQL",De 11  a 50  personas,Híbrido (presencial y remoto),44,Hombre Cis,Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3305000.0,Developer,7,4,1,0,"CSS, HTML, Java, Javascript, Kotlin, Scala, SQL, TypeScript",De 2001a 5000 personas,100% remoto,27,Hombre Cis,Senior,4
Buenos Aires,Full-Time,Staff (planta permanente),3200000.0,Technical Leader,11,10,1,0,"CSS, HTML, Javascript, PHP, SQL, TypeScript",De 51 a 100 personas,Híbrido (presencial y remoto),34,Hombre Cis,Senior,2
Santa Fe,Full-Time,Contractor,3500000.0,Manager / Director,5,4,4,7,"Groovy, SQL",De 11  a 50  personas,100% remoto,36,Hombre Cis,Semi-Senior,9
Buenos Aires,Full-Time,Contractor,3531500.0,SysAdmin / DevOps / SRE,6,0,0,0,Bash/Shell,De 51 a 100 personas,100% remoto,38,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6200000.0,Data Engineer,4,5,3,0,"Python, SQL",De 201 a 500 personas,100% remoto,34,Mujer Cis,Semi-Senior,5
Misiones,Full-Time,Contractor,4670000.0,Developer,8,1,3,0,"Java, Javascript, SQL, TypeScript",De 11  a 50  personas,100% remoto,33,Hombre Cis,Senior,3
Mendoza,Full-Time,Contractor,1631700.0,Developer,3,1,3,0,".NET, C#, CSS, Javascript, SQL, TypeScript",De 11  a 50  personas,100% remoto,28,Hombre Cis,Semi-Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4000000.0,Sales / Pre-Sales,4,2,2,6,Ninguno de los anteriores,De 201 a 500 personas,100% remoto,33,Mujer Cis,Semi-Senior,9
Buenos Aires,Full-Time,Staff (planta permanente),5200000.0,VP / C-Level,5,3,3,15,"Javascript, Ruby, SQL",De 51 a 100 personas,100% remoto,38,Hombre Cis,Semi-Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3579221.0,Developer,6,2,2,0,"Go, SQL",Más de 10000 personas,Híbrido (presencial y remoto),24,Hombre Cis,Senior,3
Buenos Aires,Full-Time,Staff (planta permanente),3140000.0,Developer,8,3,2,0,"Python, SQL",Más de 10000 personas,100% remoto,33,Mujer Cis,Senior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,2300000.0,Developer,18,18,18,0,"CSS, HTML, Javascript, PHP, SQL",1 (solamente yo),100% remoto,45,Hombre Cis,Senior,2
Buenos Aires,Full-Time,Staff (planta permanente),4500000.0,SysAdmin / DevOps / SRE,6,4,4,0,"Bash/Shell, Go, Python",De 101 a 200 personas,100% remoto,35,Hombre Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,BI Analyst / Data Analyst,3,1,1,0,"Python, SQL",Más de 10000 personas,100% remoto,30,,Semi-Senior,6
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2450000.0,Recruiter,10,2,2,11,Ninguno de los anteriores,De 201 a 500 personas,100% remoto,40,Hombre Cis,Senior,9
Buenos Aires,Part-Time,Contractor,1700000.0,Technical Leader,10,1,1,2,"CSS, Go, HTML, Javascript, Kotlin, PHP, SQL, TypeScript",1 (solamente yo),100% remoto,55,Hombre Cis,Senior,4
Buenos Aires,Full-Time,Staff (planta permanente),3000000.0,Developer,6,4,4,0,"Go, HTML, Java, Javascript, Python, SQL, VBA",Más de 10000 personas,Híbrido (presencial y remoto),37,Mujer Cis,Senior,4
Córdoba,Full-Time,Staff (planta permanente),1700381.0,BI Analyst / Data Analyst,2,2,2,0,SQL,De 2 a 10 personas,100% remoto,37,Mujer Cis,Junior,6
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3375256.5,Developer,7,7,7,0,"Java, Javascript, Kotlin, Scala, TypeScript",De 2001a 5000 personas,100% remoto,31,Hombre Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1765500.0,AI Engineer,5,0,0,0,"Go, HTML, Python, SQL, TypeScript",De 201 a 500 personas,100% remoto,28,Hombre Cis,Semi-Senior,9
Córdoba,Full-Time,Contractor,4500000.0,SysAdmin / DevOps / SRE,4,2,2,0,".NET, Go, Java, PHP, Python, R, SQL",De 101 a 200 personas,100% remoto,31,Hombre Cis,Semi-Senior,3
